,OBJECTID,STAT_CAUSE_DESCR,STATE,Date_Discovery,Date_Contained,FIRE_YEAR,FIRE_SIZE,LATITUDE,LONGITUDE,Duration
59483,60589,Lightning,WA,7/10/1993,7/10/1993,1993,0.1,48.07333333,-120.50666670000001,0
59484,60590,Lightning,WA,8/20/1993,8/20/1993,1993,0.1,47.97333333,-120.02,0
59485,60591,Campfire,WA,10/28/1993,10/29/1993,1993,0.3,48.02333333,-120.125,1
59486,60592,Debris Burning,WA,5/12/1993,5/16/1993,1993,10.0,47.3,-120.705,4
59487,60593,Miscellaneous,WA,5/22/1993,5/22/1993,1993,0.1,47.535,-121.08666670000001,0
59488,60594,Campfire,WA,6/27/1993,6/27/1993,1993,0.1,47.25666667,-121.05833329999999,0
59489,60595,Campfire,WA,7/7/1993,7/7/1993,1993,0.1,47.35333333,-121.24166670000001,0
59490,60596,Debris Burning,WA,7/7/1993,7/7/1993,1993,0.1,47.235,-120.675,0
59491,60597,Campfire,WA,8/13/1993,8/13/1993,1993,0.1,47.10166667,-120.85,0
59492,60598,Smoking,WA,8/17/1993,8/17/1993,1993,0.1,47.28833333,-120.69166670000001,0
59493,60599,Campfire,WA,8/21/1993,8/21/1993,1993,0.1,47.42333333,-121.025,0
59494,60600,Campfire,WA,8/30/1993,8/30/1993,1993,0.1,47.40833333,-120.93666670000002,0
59495,60601,Campfire,WA,8/29/1993,8/30/1993,1993,0.1,47.435,-120.99,1
59496,60602,Campfire,WA,8/23/1993,8/23/1993,1993,0.1,47.30333333,-121.29166670000001,0
59497,60603,Campfire,WA,9/8/1993,9/8/1993,1993,0.1,47.40166667,-121.28666670000001,0
59498,60604,Campfire,WA,9/9/1993,9/9/1993,1993,0.1,47.38833333,-120.92333329999998,0
59499,60605,Campfire,WA,9/10/1993,9/10/1993,1993,0.1,47.38333333,-121.26666670000002,0
59500,60606,Campfire,WA,9/10/1993,9/10/1993,1993,0.1,47.39,-121.27333329999999,0
59501,60607,Campfire,WA,9/11/1993,9/11/1993,1993,0.1,47.23833333,-120.50833329999999,0
59502,60608,Campfire,WA,9/17/1993,9/17/1993,1993,0.1,47.30666667,-120.58833329999999,0
59503,60609,Campfire,WA,9/21/1993,9/21/1993,1993,0.1,47.25,-120.54166670000001,0
59504,60610,Miscellaneous,WA,9/26/1993,9/26/1993,1993,0.1,47.35666667,-121.255,0
59505,60611,Campfire,WA,9/26/1993,9/29/1993,1993,2.0,47.55,-121.125,3
59506,60612,Campfire,WA,9/29/1993,9/29/1993,1993,0.1,47.34166667,-121.155,0
59507,60613,Campfire,WA,10/12/1993,10/12/1993,1993,0.1,47.32333333,-120.60166670000001,0
59508,60614,Campfire,WA,10/19/1993,10/20/1993,1993,0.1,47.28333333,-120.75166670000002,1
59509,60615,Smoking,WA,10/21/1993,10/21/1993,1993,0.1,47.34166667,-121.14333329999998,0
59510,60616,Campfire,WA,10/22/1993,10/22/1993,1993,0.1,47.10666667,-121.005,0
59511,60617,Miscellaneous,WA,10/29/1993,10/30/1993,1993,0.3,47.3,-120.5,1
59512,60618,Miscellaneous,WA,10/31/1993,11/1/1993,1993,0.2,47.255,-120.675,1
59513,60619,Miscellaneous,WA,10/31/1993,11/1/1993,1993,0.3,47.205,-120.51,1
59514,60620,Smoking,WA,11/6/1993,11/6/1993,1993,0.1,47.00833333,-120.905,0
59515,60621,Campfire,WA,11/6/1993,11/6/1993,1993,0.1,47.07,-120.89333329999998,0
59516,60622,Campfire,WA,11/6/1993,11/6/1993,1993,0.1,47.07333333,-120.91833329999999,0
59517,60623,Campfire,WA,11/7/1993,11/7/1993,1993,0.1,47.05833333,-120.89333329999998,0
59518,60624,Campfire,WA,11/11/1993,11/12/1993,1993,0.1,47.00833333,-120.95166670000002,1
59519,60625,Campfire,WA,11/14/1993,11/15/1993,1993,0.1,47.035,-120.79166670000001,1
59520,60626,Debris Burning,WA,5/12/1993,5/15/1993,1993,39.0,47.835,-120.03333329999998,3
59521,60627,Debris Burning,WA,5/12/1993,5/15/1993,1993,15.0,47.81666667,-120.46666670000002,3
59522,60628,Lightning,WA,6/26/1993,6/26/1993,1993,0.1,47.91666667,-120.51666670000002,0
59523,60629,Lightning,WA,6/26/1993,6/26/1993,1993,0.2,47.73333333,-120.26666670000002,0
59524,60630,Lightning,WA,7/29/1993,7/29/1993,1993,0.1,47.81666667,-120.25,0
59525,60631,Lightning,WA,8/4/1993,8/5/1993,1993,0.1,47.73333333,-120.33333329999999,1
59526,60632,Lightning,WA,8/11/1993,8/12/1993,1993,0.2,47.76666667,-120.5,1
59527,60633,Campfire,WA,8/16/1993,8/16/1993,1993,0.1,47.98333333,-120.55,0
59528,60634,Lightning,WA,8/20/1993,8/21/1993,1993,0.8,47.86666667,-120.4,1
59529,60635,Campfire,WA,9/4/1993,9/4/1993,1993,0.1,47.985,-120.55,0
59530,60636,Miscellaneous,WA,9/6/1993,9/6/1993,1993,0.1,47.78333333,-120.43333329999999,0
59531,60637,Campfire,WA,9/6/1993,9/6/1993,1993,0.1,47.76666667,-120.43333329999999,0
59532,60638,Debris Burning,WA,11/26/1993,11/26/1993,1993,0.1,47.76666667,-120.4,0
59533,60639,Campfire,WA,6/30/1993,6/30/1993,1993,0.1,47.835,-120.67,0
59534,60640,Miscellaneous,WA,7/2/1993,7/2/1993,1993,0.1,47.82,-120.70166670000002,0
59535,60641,Smoking,WA,7/6/1993,7/6/1993,1993,0.1,47.77333333,-120.91833329999999,0
59536,60642,Miscellaneous,WA,8/27/1993,8/27/1993,1993,0.1,47.81833333,-120.80333329999999,0
59537,60643,Miscellaneous,WA,9/4/1993,9/5/1993,1993,0.5,48.035,-120.87166670000002,1
59538,60644,Campfire,WA,9/27/1993,9/27/1993,1993,0.5,47.84,-120.75666670000001,0
59539,60645,Miscellaneous,WA,9/29/1993,10/4/1993,1993,410.0,47.87333333,-120.75666670000001,5
59540,60646,Campfire,WA,10/18/1993,10/18/1993,1993,0.5,47.75166667,-120.74,0
59541,60647,Campfire,WA,11/1/1993,11/2/1993,1993,1.0,47.95833333,-120.76833329999998,1
59542,60648,Children,WA,5/10/1993,5/10/1993,1993,0.5,47.59,-120.525,0
59543,60649,Lightning,WA,6/26/1993,6/26/1993,1993,0.5,47.72333333,-120.7233333,0
59544,60650,Lightning,WA,6/26/1993,6/26/1993,1993,0.2,47.47166667,-120.50833329999999,0
59545,60651,Lightning,WA,6/27/1993,6/28/1993,1993,0.2,47.72333333,-120.7233333,1
59546,60652,Lightning,WA,6/28/1993,6/28/1993,1993,0.2,47.475,-120.7,0
59547,60653,Lightning,WA,6/29/1993,6/29/1993,1993,1.0,47.46,-120.525,0
59548,60654,Arson,WA,7/5/1993,7/5/1993,1993,0.1,47.355,-120.44333329999999,0
59549,60655,Debris Burning,WA,7/13/1993,7/13/1993,1993,0.2,47.42833333,-120.50833329999999,0
59550,60656,Lightning,WA,8/4/1993,8/5/1993,1993,2.0,47.665,-120.50833329999999,1
59551,60657,Lightning,WA,8/8/1993,8/15/1993,1993,169.0,47.62833333,-120.7233333,7
59552,60658,Miscellaneous,WA,8/9/1993,8/9/1993,1993,0.2,47.54666667,-120.72166670000001,0
59553,60659,Miscellaneous,WA,9/7/1993,9/8/1993,1993,5.0,47.6,-120.80833329999999,1
59554,60660,Campfire,WA,9/30/1993,9/30/1993,1993,0.3,47.385,-120.50833329999999,0
59555,60661,Debris Burning,WA,11/2/1993,11/8/1993,1993,120.0,47.31166667,-120.42166670000002,6
59556,60662,Campfire,WA,11/2/1993,11/2/1993,1993,0.1,47.24,-120.60833329999998,0
59557,60663,Debris Burning,WA,5/12/1993,5/15/1993,1993,58.0,47.38333333,-120.69166670000001,3
59558,60664,Campfire,WA,6/4/1993,6/4/1993,1993,0.1,46.77166667,-121.01833329999998,0
59559,60665,Campfire,WA,6/22/1993,6/22/1993,1993,0.1,47.03333333,-121.07166670000001,0
59560,60666,Equipment Use,WA,6/26/1993,6/27/1993,1993,0.1,47.03,-121.20166670000002,1
59561,60667,Campfire,WA,7/3/1993,7/3/1993,1993,0.1,47.03666667,-121.155,0
59562,60668,Miscellaneous,WA,7/10/1993,7/10/1993,1993,0.1,46.63666667,-121.2616667,0
59563,60669,Campfire,WA,7/25/1993,7/25/1993,1993,0.1,46.63666667,-121.28833329999999,0
59564,60670,Lightning,WA,7/29/1993,7/29/1993,1993,0.1,46.88666667,-121.14,0
59565,60671,Campfire,WA,8/17/1993,8/17/1993,1993,0.1,46.955,-121.07166670000001,0
59566,60672,Campfire,WA,8/20/1993,8/21/1993,1993,0.1,46.84,-121.30666670000001,1
59567,60673,Equipment Use,WA,8/20/1993,8/20/1993,1993,0.1,46.60666667,-121.12166670000002,0
59568,60674,Campfire,WA,8/25/1993,8/25/1993,1993,0.1,47.02666667,-121.13833329999999,0
59569,60675,Campfire,WA,8/26/1993,8/26/1993,1993,0.1,46.95166667,-121.285,0
59570,60676,Equipment Use,WA,9/2/1993,9/2/1993,1993,0.1,46.925,-121.11833329999999,0
59571,60677,Miscellaneous,WA,9/2/1993,9/3/1993,1993,5.0,46.63666667,-121.15833329999998,1
59572,60678,Campfire,WA,9/5/1993,9/5/1993,1993,0.1,46.62333333,-121.12166670000002,0
59573,60679,Smoking,WA,9/5/1993,9/5/1993,1993,0.3,46.91833333,-121.22166670000001,0
59574,60680,Campfire,WA,9/5/1993,9/5/1993,1993,0.1,46.97166667,-120.96833329999998,0
59575,60681,Lightning,WA,9/6/1993,9/6/1993,1993,0.1,46.655,-120.89,0
59576,60682,Equipment Use,WA,9/6/1993,9/6/1993,1993,0.1,46.655,-121.12333329999998,0
59577,60683,Campfire,WA,9/13/1993,9/13/1993,1993,0.1,46.92333333,-121.35,0
59578,60684,Equipment Use,WA,9/17/1993,9/17/1993,1993,0.1,46.88666667,-121.4733333,0
59579,60685,Campfire,WA,9/20/1993,9/20/1993,1993,0.1,46.62333333,-121.26833329999998,0
59580,60686,Smoking,WA,9/28/1993,9/28/1993,1993,1.0,46.97,-121.00833329999999,0
59581,60687,Campfire,WA,10/2/1993,10/2/1993,1993,4.0,46.80166667,-121.30666670000001,0
59582,60688,Campfire,WA,9/19/1993,9/19/1993,1993,0.1,46.94166667,-121.00833329999999,0
59583,60689,Campfire,WA,10/18/1993,10/18/1993,1993,0.1,46.91833333,-121.20166670000002,0
59584,60690,Campfire,WA,10/19/1993,10/19/1993,1993,0.1,47.00166667,-121.13833329999999,0
59585,60691,Campfire,WA,10/19/1993,10/20/1993,1993,0.2,46.69333333,-121.03666670000001,1
59586,60692,Arson,WA,10/20/1993,10/20/1993,1993,0.1,47.07166667,-121.24166670000001,0
59587,60693,Campfire,WA,10/23/1993,10/24/1993,1993,0.1,46.98666667,-121.00833329999999,1
59588,60694,Campfire,WA,11/5/1993,11/6/1993,1993,0.2,46.925,-121.11833329999999,1
59589,60695,Campfire,WA,11/5/1993,11/5/1993,1993,0.1,46.955,-120.96833329999998,0
59590,60696,Campfire,WA,11/6/1993,11/7/1993,1993,0.1,46.80166667,-121.205,1
59591,60697,Campfire,WA,11/8/1993,11/8/1993,1993,0.1,46.85666667,-121.0,0
59592,60698,Campfire,WA,11/7/1993,11/8/1993,1993,0.1,46.72333333,-121.08833329999999,1
59593,60699,Campfire,WA,11/8/1993,11/8/1993,1993,0.2,46.985,-121.07166670000001,0
59594,60700,Campfire,WA,11/9/1993,11/9/1993,1993,0.1,46.85666667,-121.14,0
59595,60701,Campfire,WA,11/10/1993,11/19/1993,1993,0.1,46.77166667,-121.12333329999998,9
59596,60702,Campfire,WA,11/12/1993,11/13/1993,1993,0.3,46.72333333,-121.05666670000001,1
59704,60810,Lightning,WA,5/20/1993,5/20/1993,1993,0.1,48.81833333,-117.59166670000002,0
59705,60811,Lightning,WA,5/28/1993,5/29/1993,1993,0.1,48.65833333,-117.785,1
59706,60812,Equipment Use,WA,10/8/1993,10/8/1993,1993,0.2,48.64333333,-117.61,0
59707,60813,Lightning,WA,5/28/1993,5/29/1993,1993,0.1,48.935,-118.24666670000002,1
59708,60814,Smoking,WA,5/25/1993,5/25/1993,1993,0.1,48.955,-118.375,0
59709,60815,Lightning,WA,7/23/1993,7/31/1993,1993,0.1,48.92833333,-117.965,8
59710,60816,Lightning,WA,8/22/1993,8/22/1993,1993,0.1,48.97166667,-118.24666670000002,0
59711,60817,Campfire,WA,10/21/1993,10/22/1993,1993,0.1,48.64333333,-118.275,1
59712,60818,Campfire,WA,11/10/1993,11/10/1993,1993,0.2,48.57666667,-118.2383333,0
59713,60819,Campfire,WA,11/23/1993,11/23/1993,1993,0.1,48.90833333,-118.0116667,0
59714,60820,Lightning,WA,5/26/1993,5/26/1993,1993,0.1,48.40166667,-117.42166670000002,0
59715,60821,Lightning,WA,6/4/1993,6/4/1993,1993,0.1,48.50333333,-117.465,0
59716,60822,Lightning,WA,6/21/1993,6/21/1993,1993,0.2,48.35833333,-117.4,0
59717,60823,Lightning,WA,8/15/1993,8/15/1993,1993,0.1,48.38666667,-117.205,0
59718,60824,Smoking,WA,11/16/1993,11/16/1993,1993,0.1,48.28666667,-117.075,0
59719,60825,Lightning,WA,5/20/1993,5/20/1993,1993,0.1,48.57666667,-118.55333329999999,0
59720,60826,Lightning,WA,7/11/1993,7/11/1993,1993,0.1,48.72166667,-118.73333329999998,0
59721,60827,Campfire,WA,10/19/1993,10/19/1993,1993,0.1,48.50333333,-118.79333329999999,0
59722,60828,Miscellaneous,WA,11/12/1993,11/12/1993,1993,0.1,48.88166667,-117.17666670000001,0
60635,61741,Lightning,WA,7/15/1994,7/15/1994,1994,0.1,48.77666667,-117.055,0
60636,61742,Lightning,WA,7/15/1994,7/15/1994,1994,0.1,48.75666667,-117.28666670000001,0
60638,61744,Lightning,WA,7/16/1994,7/16/1994,1994,0.1,48.50666667,-117.1133333,0
60640,61746,Lightning,WA,7/23/1994,7/23/1994,1994,0.1,48.78,-117.15333329999999,0
60648,61754,Lightning,WA,7/25/1994,7/26/1994,1994,1.0,48.50333333,-117.03666670000001,1
60653,61759,Lightning,WA,7/30/1994,8/15/1994,1994,99.0,48.79,-117.12333329999998,16
60662,61768,Lightning,WA,8/4/1994,8/5/1994,1994,0.7,48.805,-117.10833329999998,1
60665,61771,Lightning,WA,8/8/1994,8/8/1994,1994,0.2,48.45,-117.10333329999999,0
60666,61772,Lightning,WA,8/8/1994,8/8/1994,1994,0.1,48.43333333,-117.1,0
60670,61776,Lightning,WA,8/9/1994,8/9/1994,1994,0.1,48.81,-117.06833329999999,0
60671,61777,Lightning,WA,8/12/1994,8/13/1994,1994,3.0,48.67166667,-117.16333329999999,1
60672,61778,Lightning,WA,8/13/1994,8/31/1994,1994,1381.0,48.84,-117.07666670000002,18
60676,61782,Lightning,WA,8/23/1994,8/23/1994,1994,0.8,48.73,-117.14166670000002,0
60677,61783,Lightning,WA,8/29/1994,8/30/1994,1994,0.1,48.64666667,-117.15,1
70455,71561,Smoking,WA,8/1/1994,8/1/1994,1994,0.1,46.10833333,-121.94,0
70456,71562,Smoking,WA,8/2/1994,8/2/1994,1994,0.1,46.12833333,-122.16666670000001,0
70457,71563,Lightning,WA,8/3/1994,8/3/1994,1994,0.1,46.22333333,-121.96166670000001,0
70458,71564,Lightning,WA,8/3/1994,8/3/1994,1994,0.1,46.29166667,-121.95833329999999,0
70459,71565,Lightning,WA,8/3/1994,8/3/1994,1994,0.1,46.21333333,-121.92333329999998,0
70460,71566,Lightning,WA,8/3/1994,8/3/1994,1994,1.0,46.245,-121.94333329999999,0
70461,71567,Lightning,WA,8/3/1994,8/3/1994,1994,0.1,46.27666667,-121.9,0
70462,71568,Lightning,WA,8/3/1994,8/3/1994,1994,0.1,46.14166667,-121.92833329999999,0
70463,71569,Lightning,WA,8/7/1994,8/7/1994,1994,0.1,46.20333333,-121.89333329999998,0
70464,71570,Lightning,WA,8/6/1994,8/6/1994,1994,0.1,46.13,-121.935,0
70465,71571,Smoking,WA,9/1/1994,9/1/1994,1994,0.1,46.24,-121.98333329999998,0
70466,71572,Lightning,WA,9/2/1994,9/3/1994,1994,0.1,46.265,-121.93833329999998,1
70467,71573,Smoking,WA,10/4/1994,10/4/1994,1994,0.1,46.21333333,-121.69333329999999,0
70468,71574,Smoking,WA,7/7/1994,7/7/1994,1994,0.1,46.07666667,-121.705,0
70469,71575,Smoking,WA,7/10/1994,7/10/1994,1994,0.2,46.04833333,-121.585,0
70470,71576,Campfire,WA,7/13/1994,7/13/1994,1994,0.1,45.8,-121.755,0
70471,71577,Smoking,WA,7/24/1994,7/24/1994,1994,0.1,46.105,-121.63333329999999,0
70472,71578,Smoking,WA,7/28/1994,7/28/1994,1994,0.1,46.02666667,-121.645,0
70473,71579,Smoking,WA,7/25/1994,7/26/1994,1994,0.1,46.15333333,-121.69,1
70474,71580,Lightning,WA,8/3/1994,8/3/1994,1994,0.1,46.125,-121.885,0
70475,71581,Smoking,WA,8/19/1994,8/19/1994,1994,0.1,45.93666667,-121.71666670000002,0
70476,71582,Campfire,WA,8/19/1994,8/19/1994,1994,0.7,46.01166667,-121.69333329999999,0
70477,71583,Smoking,WA,8/24/1994,8/24/1994,1994,0.2,45.93666667,-121.645,0
70478,71584,Smoking,WA,8/27/1994,8/27/1994,1994,0.1,46.08333333,-121.76666670000002,0
70479,71585,Lightning,WA,8/31/1994,8/31/1994,1994,0.2,46.08,-121.88833329999999,0
70480,71586,Smoking,WA,8/31/1994,8/31/1994,1994,0.1,45.93166667,-121.58333329999999,0
70481,71587,Equipment Use,WA,7/16/1994,7/16/1994,1994,0.1,46.46666667,-121.55,0
70482,71588,Lightning,WA,7/25/1994,7/29/1994,1994,38.0,46.43333333,-121.565,4
70483,71589,Lightning,WA,7/26/1994,7/26/1994,1994,0.1,46.38666667,-121.5266667,0
70484,71590,Lightning,WA,7/26/1994,7/27/1994,1994,0.1,46.44833333,-121.51666670000002,1
70485,71591,Lightning,WA,7/26/1994,7/27/1994,1994,0.1,46.45166667,-121.5116667,1
70486,71592,Miscellaneous,WA,8/6/1994,8/6/1994,1994,1.0,46.48833333,-121.96333329999999,0
70487,71593,Lightning,WA,8/3/1994,8/3/1994,1994,0.1,46.42833333,-121.94166670000001,0
70488,71594,Campfire,WA,8/6/1994,8/6/1994,1994,0.1,46.44166667,-121.78333329999998,0
70489,71595,Lightning,WA,8/31/1994,8/31/1994,1994,0.1,46.64,-121.4016667,0
70490,71596,Lightning,WA,9/28/1994,10/1/1994,1994,0.1,46.61166667,-121.765,3
70491,71597,Lightning,WA,9/29/1994,9/29/1994,1994,0.1,46.61166667,-121.765,0
70492,71598,Lightning,WA,9/30/1994,10/1/1994,1994,0.1,46.60166667,-121.75333329999998,1
70493,71599,Campfire,WA,10/16/1994,10/18/1994,1994,0.1,46.48666667,-121.64833329999999,2
70494,71600,Equipment Use,WA,6/25/1994,6/25/1994,1994,0.1,46.285,-121.61666670000001,0
70495,71601,Campfire,WA,8/27/1994,8/27/1994,1994,0.1,46.26666667,-121.63333329999999,0
70496,71602,Campfire,WA,8/6/1994,8/6/1994,1994,0.1,46.665,-122.47166670000001,0
70497,71603,Campfire,WA,9/5/1994,9/5/1994,1994,0.1,46.47,-121.86,0
70498,71604,Campfire,WA,10/12/1994,10/12/1994,1994,0.1,46.47333333,-121.89833329999999,0
70499,71605,Campfire,WA,8/21/1994,8/21/1994,1994,0.1,45.775,-121.175,0
70500,71606,Lightning,WA,8/6/1994,8/6/1994,1994,0.1,45.86666667,-121.84166670000002,0
70748,71854,Lightning,WA,3/9/1994,3/30/1994,1994,0.1,48.69666667,-121.66333329999999,21
70749,71855,Miscellaneous,WA,7/26/1994,7/26/1994,1994,0.1,48.725,-121.83833329999999,0
70750,71856,Lightning,WA,7/27/1994,8/23/1994,1994,2.0,48.435,-121.18833329999998,27
70751,71857,Lightning,WA,8/3/1994,8/23/1994,1994,0.1,48.795,-121.88166670000001,20
70752,71858,Lightning,WA,8/7/1994,8/8/1994,1994,3.5,48.42,-121.7766667,1
70753,71859,Campfire,WA,8/13/1994,8/14/1994,1994,0.3,48.46333333,-121.385,1
70754,71860,Lightning,WA,7/25/1994,7/25/1994,1994,0.1,48.22,-121.265,0
70755,71861,Lightning,WA,7/25/1994,7/27/1994,1994,0.5,48.30333333,-121.40666670000002,2
70756,71862,Lightning,WA,7/25/1994,7/26/1994,1994,0.1,48.24833333,-121.37333329999998,1
70757,71863,Lightning,WA,7/25/1994,8/10/1994,1994,2.0,48.105,-121.37333329999998,16
70758,71864,Lightning,WA,7/26/1994,8/10/1994,1994,0.1,48.23333333,-121.24333329999999,15
70759,71865,Campfire,WA,8/14/1994,8/14/1994,1994,0.1,48.30333333,-121.40666670000002,0
70760,71866,Lightning,WA,8/27/1994,8/27/1994,1994,0.4,48.23333333,-121.33,0
70761,71867,Smoking,WA,9/6/1994,9/6/1994,1994,0.1,48.26166667,-121.7383333,0
70762,71868,Campfire,WA,9/15/1994,9/16/1994,1994,0.1,48.27666667,-121.35166670000001,1
70763,71869,Smoking,WA,9/29/1994,9/29/1994,1994,0.1,48.06166667,-121.415,0
70764,71870,Campfire,WA,7/29/1994,7/29/1994,1994,0.1,47.38333333,-121.55,0
70765,71871,Debris Burning,WA,10/7/1994,10/7/1994,1994,0.1,47.38333333,-121.55,0
70766,71872,Campfire,WA,5/1/1994,5/9/1994,1994,0.1,47.78666667,-121.56833329999999,8
70767,71873,Lightning,WA,6/2/1994,6/3/1994,1994,0.1,47.83333333,-121.35166670000001,1
70768,71874,Lightning,WA,7/24/1994,7/25/1994,1994,0.1,47.58833333,-121.41166670000001,1
70769,71875,Campfire,WA,8/3/1994,8/3/1994,1994,0.1,47.80166667,-121.26833329999998,0
70770,71876,Campfire,WA,8/7/1994,8/7/1994,1994,0.1,47.59333333,-121.39833329999999,0
70771,71877,Campfire,WA,8/24/1994,8/25/1994,1994,0.1,47.80333333,-121.41833329999999,1
70772,71878,Campfire,WA,8/27/1994,8/29/1994,1994,0.1,47.83333333,-120.96,2
70773,71879,Campfire,WA,9/4/1994,9/4/1994,1994,0.1,47.95833333,-121.2383333,0
70774,71880,Smoking,WA,10/5/1994,10/5/1994,1994,0.1,47.75666667,-120.96833329999998,0
70775,71881,Campfire,WA,6/9/1994,6/9/1994,1994,0.1,47.05833333,-121.65,0
70776,71882,Lightning,WA,7/24/1994,7/24/1994,1994,0.1,46.92,-121.50333329999998,0
70777,71883,Lightning,WA,7/25/1994,7/25/1994,1994,0.1,47.03833333,-121.525,0
70778,71884,Campfire,WA,8/9/1994,8/9/1994,1994,0.1,47.01833333,-121.52333329999999,0
70779,71885,Campfire,WA,8/22/1994,8/22/1994,1994,0.1,47.03333333,-121.62166670000002,0
70780,71886,Lightning,WA,9/3/1994,9/4/1994,1994,0.1,47.16666667,-121.80666670000001,1
70953,72059,Miscellaneous,WA,5/7/1994,5/7/1994,1994,0.2,48.66333333,-119.83666670000001,0
70954,72060,Debris Burning,WA,5/11/1994,5/12/1994,1994,0.1,48.79333333,-119.23166670000002,1
70955,72061,Lightning,WA,6/23/1994,6/23/1994,1994,0.1,48.61833333,-118.99333329999999,0
70956,72062,Lightning,WA,6/28/1994,6/29/1994,1994,0.1,48.70666667,-119.975,1
70957,72063,Smoking,WA,7/13/1994,7/13/1994,1994,0.1,48.80166667,-119.04333329999999,0
70958,72064,Smoking,WA,7/15/1994,7/15/1994,1994,0.1,48.60166667,-119.70666670000001,0
70959,72065,Campfire,WA,7/17/1994,7/17/1994,1994,0.1,48.65666667,-119.83666670000001,0
70960,72066,Lightning,WA,7/23/1994,7/24/1994,1994,1.5,48.88166667,-119.01833329999998,1
70961,72067,Lightning,WA,7/23/1994,7/23/1994,1994,0.7,48.85666667,-118.91833329999999,0
70962,72068,Lightning,WA,7/23/1994,7/23/1994,1994,0.1,48.89166667,-118.90666670000002,0
70963,72069,Lightning,WA,7/23/1994,7/24/1994,1994,0.1,48.83833333,-118.875,1
70964,72070,Lightning,WA,7/23/1994,7/24/1994,1994,2.5,48.83166667,-119.06833329999999,1
70965,72071,Lightning,WA,7/24/1994,7/24/1994,1994,0.1,48.80666667,-119.075,0
70966,72072,Lightning,WA,7/24/1994,7/24/1994,1994,0.1,48.79166667,-119.965,0
70967,72073,Lightning,WA,7/24/1994,7/25/1994,1994,0.1,48.85,-119.01833329999998,1
70968,72074,Children,WA,7/24/1994,7/26/1994,1994,1360.0,48.64333333,-119.25,2
70969,72075,Lightning,WA,7/25/1994,7/27/1994,1994,0.5,48.86333333,-118.99833329999998,2
70970,72076,Lightning,WA,7/24/1994,8/30/1994,1994,8900.0,48.78166667,-119.98166670000002,37
70971,72077,Lightning,WA,7/27/1994,7/27/1994,1994,10.0,48.75,-119.075,0
70972,72078,Lightning,WA,7/28/1994,7/30/1994,1994,1.5,48.975,-119.86166670000001,2
70973,72079,Lightning,WA,8/1/1994,8/1/1994,1994,0.5,48.675,-118.91833329999999,0
70974,72080,Lightning,WA,8/3/1994,8/4/1994,1994,0.1,48.84333333,-119.08666670000001,1
70975,72081,Lightning,WA,8/3/1994,8/3/1994,1994,0.1,48.86333333,-119.03166670000002,0
70976,72082,Lightning,WA,8/3/1994,8/3/1994,1994,0.1,48.86333333,-119.03666670000001,0
70977,72083,Lightning,WA,8/3/1994,8/3/1994,1994,0.1,48.825,-119.05666670000001,0
70978,72084,Lightning,WA,8/3/1994,8/3/1994,1994,0.1,48.78166667,-119.01833329999998,0
70979,72085,Lightning,WA,8/3/1994,8/3/1994,1994,0.2,48.93166667,-118.925,0
70980,72086,Lightning,WA,8/3/1994,8/3/1994,1994,0.7,48.56166667,-119.25666670000001,0
70981,72087,Lightning,WA,8/3/1994,8/3/1994,1994,0.2,48.76166667,-119.2,0
70982,72088,Lightning,WA,8/3/1994,8/3/1994,1994,0.1,48.76833333,-119.18666670000002,0
70983,72089,Lightning,WA,8/3/1994,8/4/1994,1994,0.1,48.775,-119.21833329999998,1
70984,72090,Lightning,WA,8/3/1994,8/5/1994,1994,0.2,48.76333333,-119.22,2
70985,72091,Lightning,WA,8/3/1994,8/4/1994,1994,0.1,48.775,-119.20666670000001,1
70986,72092,Lightning,WA,8/3/1994,8/3/1994,1994,0.1,48.86666667,-118.96833329999998,0
70987,72093,Lightning,WA,8/3/1994,8/4/1994,1994,0.1,48.93666667,-118.95333329999998,1
70988,72094,Lightning,WA,8/3/1994,8/4/1994,1994,0.1,48.79333333,-119.23166670000002,1
70989,72095,Lightning,WA,8/3/1994,8/4/1994,1994,0.1,48.86333333,-119.06833329999999,1
70990,72096,Lightning,WA,8/4/1994,8/4/1994,1994,0.1,48.83666667,-118.98166670000002,0
70991,72097,Lightning,WA,8/4/1994,8/4/1994,1994,0.1,48.80666667,-119.15,0
70992,72098,Lightning,WA,8/6/1994,8/6/1994,1994,0.1,48.79333333,-119.08166670000001,0
70993,72099,Lightning,WA,8/6/1994,8/7/1994,1994,0.2,48.775,-119.16833329999999,1
70994,72100,Lightning,WA,8/7/1994,8/7/1994,1994,0.2,48.75,-119.175,0
70995,72101,Lightning,WA,8/9/1994,8/9/1994,1994,0.1,48.86333333,-119.04333329999999,0
70996,72102,Lightning,WA,8/28/1994,8/29/1994,1994,0.1,48.81833333,-118.96833329999998,1
70997,72103,Lightning,WA,8/28/1994,8/28/1994,1994,0.1,48.83833333,-118.90666670000002,0
70998,72104,Lightning,WA,8/29/1994,8/30/1994,1994,0.1,48.66333333,-119.8866667,1
70999,72105,Lightning,WA,8/29/1994,8/29/1994,1994,0.1,48.65,-119.8866667,0
71000,72106,Lightning,WA,8/29/1994,8/29/1994,1994,0.1,48.575,-119.8866667,0
71001,72107,Lightning,WA,8/29/1994,8/29/1994,1994,0.1,48.63166667,-119.875,0
71002,72108,Lightning,WA,8/31/1994,8/31/1994,1994,0.1,48.83666667,-118.95,0
