,OBJECTID,STAT_CAUSE_DESCR,STATE,Date_Discovery,Date_Contained,FIRE_YEAR,FIRE_SIZE,LATITUDE,LONGITUDE,Duration
40964,42070,Lightning,ID,8/20/1992,8/26/1992,1992,1.0,45.955,-114.66833329999999,6
40965,42071,Lightning,ID,8/27/1992,8/28/1992,1992,1.0,45.80333333,-114.82333329999999,1
40966,42072,Lightning,ID,8/26/1992,8/26/1992,1992,0.1,45.93833333,-114.69166670000001,0
40967,42073,Lightning,ID,8/30/1992,9/29/1992,1992,0.1,45.91333333,-114.56666670000001,30
40968,42074,Lightning,MT,9/1/1992,9/2/1992,1992,0.8,45.84,-114.15666670000002,1
40969,42075,Lightning,ID,9/6/1992,9/29/1992,1992,0.1,45.855,-114.6133333,23
40970,42076,Campfire,ID,10/28/1992,10/29/1992,1992,2.0,45.925,-114.83833329999999,1
40971,42077,Lightning,ID,6/25/1992,6/26/1992,1992,0.1,45.65333333,-114.72,1
40972,42078,Lightning,ID,7/6/1992,7/6/1992,1992,0.3,45.7,-114.74166670000001,0
40973,42079,Lightning,ID,8/19/1992,8/19/1992,1992,0.2,45.68833333,-114.62333329999998,0
40974,42080,Lightning,ID,8/20/1992,8/24/1992,1992,1.0,45.655,-114.75333329999998,4
40975,42081,Smoking,ID,5/17/1992,5/20/1992,1992,40.0,47.8,-116.11666670000001,3
40976,42082,Lightning,ID,6/17/1992,6/17/1992,1992,0.1,47.8,-116.25,0
40977,42083,Lightning,ID,6/27/1992,6/28/1992,1992,1.5,47.68333333,-116.03333329999998,1
40978,42084,Miscellaneous,ID,7/10/1992,7/10/1992,1992,0.1,47.625,-116.21666670000002,0
40979,42085,Lightning,ID,7/24/1992,7/24/1992,1992,0.1,47.76666667,-115.95,0
40980,42086,Lightning,ID,8/5/1992,8/6/1992,1992,8.0,47.85,-116.86666670000001,1
40981,42087,Smoking,ID,8/10/1992,8/10/1992,1992,0.2,47.75,-116.0,0
40982,42088,Lightning,ID,8/17/1992,8/17/1992,1992,0.2,47.8,-115.85,0
40983,42089,Lightning,ID,8/18/1992,8/18/1992,1992,0.2,47.75,-116.16666670000001,0
40984,42090,Lightning,ID,8/18/1992,8/18/1992,1992,0.1,47.71666667,-115.91666670000001,0
40985,42091,Lightning,ID,8/18/1992,8/18/1992,1992,1.0,47.71666667,-116.01666670000002,0
40986,42092,Lightning,ID,8/18/1992,8/18/1992,1992,0.5,47.81666667,-116.15,0
40987,42093,Lightning,ID,8/18/1992,8/18/1992,1992,0.1,47.7,-116.21666670000002,0
40988,42094,Lightning,ID,8/20/1992,8/21/1992,1992,1.5,47.7,-115.96666670000002,1
40989,42095,Lightning,ID,9/5/1992,9/5/1992,1992,0.1,47.81666667,-116.1,0
40990,42096,Lightning,ID,10/6/1992,10/6/1992,1992,0.1,47.68333333,-116.01666670000002,0
40991,42097,Campfire,ID,10/9/1992,10/9/1992,1992,0.1,47.76666667,-115.96666670000002,0
40992,42098,Debris Burning,ID,5/17/1992,5/20/1992,1992,222.0,47.13166667,-115.54,3
40993,42099,Lightning,ID,6/11/1992,6/12/1992,1992,0.1,47.13666667,-115.91333329999999,1
40994,42100,Lightning,ID,6/15/1992,6/16/1992,1992,0.1,47.25833333,-115.45333329999998,1
40995,42101,Lightning,ID,6/24/1992,6/26/1992,1992,0.5,46.97333333,-115.72833329999999,2
40996,42102,Lightning,ID,6/25/1992,6/25/1992,1992,0.2,44.19166667,-115.76666670000002,0
40997,42103,Lightning,ID,6/26/1992,6/26/1992,1992,0.1,47.10166667,-115.79166670000001,0
40998,42104,Lightning,ID,6/26/1992,6/26/1992,1992,0.1,47.13,-115.82833329999998,0
40999,42105,Lightning,ID,6/27/1992,6/27/1992,1992,0.1,47.3,-115.6133333,0
41000,42106,Lightning,ID,6/27/1992,6/28/1992,1992,0.1,47.03,-115.35,1
41001,42107,Lightning,ID,6/25/1992,6/26/1992,1992,0.1,46.965,-115.77,1
41002,42108,Lightning,ID,7/19/1992,7/19/1992,1992,0.1,46.96166667,-115.66166670000001,0
41003,42109,Lightning,ID,7/19/1992,7/20/1992,1992,0.3,47.01,-115.78,1
41004,42110,Lightning,ID,7/19/1992,7/20/1992,1992,0.3,46.955,-115.74166670000001,1
41005,42111,Lightning,ID,7/27/1992,7/28/1992,1992,0.1,47.12,-115.68333329999999,1
41006,42112,Lightning,ID,7/22/1992,7/22/1992,1992,0.1,47.25833333,-115.88333329999999,0
41007,42113,Lightning,ID,8/4/1992,8/5/1992,1992,0.1,47.07,-115.805,1
41008,42114,Lightning,ID,6/25/1992,6/26/1992,1992,0.5,46.96,-115.77833329999999,1
41009,42115,Lightning,ID,6/27/1992,6/28/1992,1992,0.2,46.98333333,-115.8,1
41010,42116,Lightning,ID,8/17/1992,8/18/1992,1992,0.3,47.25,-115.53666670000001,1
41011,42117,Lightning,ID,8/17/1992,8/17/1992,1992,1.0,47.24166667,-115.5266667,0
41012,42118,Lightning,ID,8/17/1992,8/18/1992,1992,0.3,47.115,-115.60666670000002,1
41013,42119,Lightning,ID,8/17/1992,8/18/1992,1992,0.1,47.27333333,-115.54833329999998,1
41014,42120,Lightning,ID,8/17/1992,8/17/1992,1992,0.1,47.34833333,-115.77833329999999,0
41015,42121,Lightning,ID,8/17/1992,8/18/1992,1992,0.2,47.17166667,-115.51666670000002,1
41016,42122,Lightning,ID,8/18/1992,8/18/1992,1992,0.1,47.28,-115.48333329999998,0
41017,42123,Lightning,ID,8/17/1992,8/18/1992,1992,0.1,47.20333333,-115.63166670000001,1
41018,42124,Lightning,ID,8/17/1992,8/18/1992,1992,0.1,47.19833333,-115.46333329999999,1
41019,42125,Lightning,ID,8/18/1992,8/19/1992,1992,0.1,47.05666667,-115.61166670000001,1
41020,42126,Lightning,ID,8/19/1992,8/19/1992,1992,0.1,47.02666667,-115.64833329999999,0
41021,42127,Miscellaneous,ID,9/2/1992,9/2/1992,1992,0.1,47.24666667,-115.82666670000002,0
41022,42128,Lightning,ID,10/2/1992,10/3/1992,1992,0.1,47.12666667,-115.83333329999999,1
41023,42129,Lightning,ID,10/2/1992,10/3/1992,1992,1.0,47.11666667,-115.77833329999999,1
41024,42130,Campfire,ID,5/23/1992,5/23/1992,1992,25.4,47.44166667,-116.56833329999999,0
41025,42131,Lightning,ID,6/2/1992,6/2/1992,1992,0.2,47.675,-116.675,0
41026,42132,Debris Burning,ID,6/6/1992,6/6/1992,1992,0.5,47.725,-116.70666670000001,0
41027,42133,Campfire,ID,6/10/1992,6/10/1992,1992,0.1,47.73333333,-116.72166670000001,0
41028,42134,Lightning,ID,6/24/1992,6/27/1992,1992,1.5,47.65,-116.38333329999999,3
41029,42135,Lightning,ID,7/3/1992,7/4/1992,1992,0.1,47.49166667,-116.60833329999998,1
41030,42136,Lightning,ID,7/10/1992,7/10/1992,1992,0.1,47.745,-116.51666670000002,0
41031,42137,Lightning,ID,7/15/1992,7/16/1992,1992,0.1,47.525,-116.58166670000001,1
41032,42138,Lightning,ID,10/6/1992,10/7/1992,1992,0.1,47.55833333,-116.59166670000002,1
41033,42139,Lightning,ID,10/5/1992,10/5/1992,1992,0.1,47.79,-116.57166670000001,0
41034,42140,Debris Burning,ID,9/30/1992,9/30/1992,1992,0.3,47.65833333,-116.54833329999998,0
41035,42141,Lightning,ID,6/26/1992,6/27/1992,1992,0.1,47.11333333,-116.11666670000001,1
41036,42142,Lightning,ID,6/26/1992,6/27/1992,1992,0.1,47.18,-116.18666670000002,1
41037,42143,Lightning,ID,7/19/1992,7/20/1992,1992,0.1,47.12,-116.125,1
41038,42144,Lightning,ID,7/19/1992,7/19/1992,1992,0.1,47.10166667,-116.14166670000002,0
41039,42145,Lightning,ID,7/20/1992,7/20/1992,1992,0.1,47.28833333,-116.22833329999999,0
41040,42146,Lightning,ID,8/1/1992,8/1/1992,1992,0.2,47.11666667,-116.13333329999999,0
41041,42147,Lightning,ID,8/13/1992,8/13/1992,1992,0.1,47.09833333,-116.11666670000001,0
41042,42148,Lightning,ID,8/14/1992,8/14/1992,1992,0.1,47.175,-116.175,0
41043,42149,Lightning,ID,6/27/1992,6/27/1992,1992,0.1,46.95,-115.95,0
41044,42150,Lightning,ID,6/12/1992,6/15/1992,1992,0.1,46.93333333,-115.96666670000002,3
41045,42151,Lightning,ID,10/6/1992,10/7/1992,1992,0.1,47.2,-116.1,1
41046,42152,Lightning,ID,8/9/1992,8/9/1992,1992,0.1,46.98666667,-116.07666670000002,0
41047,42153,Lightning,ID,6/12/1992,6/12/1992,1992,0.1,47.10666667,-116.525,0
41048,42154,Debris Burning,ID,5/7/1992,5/10/1992,1992,35.0,48.04166667,-116.315,3
41049,42155,Debris Burning,ID,5/7/1992,5/9/1992,1992,27.0,48.08833333,-116.19833329999999,2
41050,42156,Debris Burning,ID,6/2/1992,6/2/1992,1992,0.1,48.14833333,-116.15333329999999,0
41051,42157,Miscellaneous,ID,6/10/1992,6/10/1992,1992,0.3,48.25833333,-116.32166670000001,0
41052,42158,Miscellaneous,ID,6/23/1992,6/23/1992,1992,0.1,48.20333333,-116.29,0
41053,42159,Lightning,ID,6/25/1992,6/27/1992,1992,1.0,48.615,-116.68333329999999,2
41054,42160,Lightning,ID,6/28/1992,6/28/1992,1992,0.1,48.35166667,-116.21833329999998,0
41055,42161,Lightning,ID,6/28/1992,6/28/1992,1992,0.1,48.28,-116.25,0
41056,42162,Lightning,ID,6/12/1992,6/12/1992,1992,0.1,48.04666667,-116.625,0
41057,42163,Miscellaneous,ID,7/10/1992,7/10/1992,1992,0.1,48.23,-116.30166670000001,0
41058,42164,Lightning,ID,7/11/1992,7/12/1992,1992,0.1,48.29833333,-116.345,1
41059,42165,Campfire,ID,6/24/1992,6/24/1992,1992,0.1,48.18,-116.40833329999998,0
41060,42166,Lightning,ID,7/5/1992,7/5/1992,1992,0.1,48.15666667,-116.48333329999998,0
41061,42167,Equipment Use,ID,8/12/1992,8/12/1992,1992,0.1,48.23166667,-116.275,0
41062,42168,Miscellaneous,ID,8/30/1992,8/30/1992,1992,0.1,48.46,-116.33,0
41063,42169,Campfire,ID,4/2/1992,4/2/1992,1992,1.0,48.805,-116.20833329999999,0
41064,42170,Debris Burning,ID,5/6/1992,5/6/1992,1992,3.0,48.61,-116.40666670000002,0
41065,42171,Miscellaneous,ID,5/7/1992,5/7/1992,1992,2.0,48.70166667,-116.15666670000002,0
41066,42172,Lightning,ID,6/27/1992,6/27/1992,1992,0.1,48.99166667,-116.82333329999999,0
41067,42173,Lightning,MT,6/27/1992,6/28/1992,1992,0.1,48.79333333,-116.04666670000002,1
41068,42174,Lightning,ID,6/27/1992,6/27/1992,1992,0.1,48.84166667,-116.49,0
41069,42175,Lightning,ID,6/27/1992,6/28/1992,1992,0.1,48.975,-116.81333329999998,1
41070,42176,Lightning,ID,6/28/1992,6/29/1992,1992,0.1,48.88166667,-116.48,1
41071,42177,Lightning,ID,7/22/1992,7/23/1992,1992,0.1,48.73,-116.45833329999999,1
41072,42178,Lightning,ID,7/22/1992,7/23/1992,1992,0.1,48.95333333,-116.675,1
41073,42179,Equipment Use,ID,8/4/1992,8/4/1992,1992,0.1,48.83833333,-116.52333329999999,0
41074,42180,Lightning,ID,8/21/1992,8/21/1992,1992,0.3,48.825,-116.53333329999998,0
41075,42181,Lightning,ID,8/21/1992,8/22/1992,1992,0.1,48.75166667,-116.45,1
41076,42182,Lightning,ID,8/21/1992,8/22/1992,1992,0.4,48.98666667,-116.725,1
41077,42183,Lightning,ID,8/21/1992,8/21/1992,1992,0.1,48.825,-116.12333329999998,0
41078,42184,Lightning,ID,9/9/1992,9/9/1992,1992,0.1,48.77,-116.595,0
41079,42185,Lightning,ID,9/10/1992,9/10/1992,1992,0.1,48.92166667,-116.6516667,0
41080,42186,Lightning,ID,9/10/1992,9/10/1992,1992,0.1,48.64333333,-116.16166670000001,0
41081,42187,Lightning,ID,9/11/1992,9/12/1992,1992,1.0,48.75333333,-116.055,1
41082,42188,Lightning,ID,10/2/1992,10/3/1992,1992,1.5,48.97333333,-116.59666670000001,1
41083,42189,Lightning,ID,10/6/1992,10/7/1992,1992,0.1,48.965,-116.10833329999998,1
41084,42190,Campfire,ID,10/22/1992,10/23/1992,1992,0.5,48.835,-116.50333329999998,1
41085,42191,Smoking,ID,3/31/1992,3/31/1992,1992,3.0,48.26333333,-116.8633333,0
41086,42192,Miscellaneous,ID,4/3/1992,4/3/1992,1992,0.1,48.295,-117.00333329999998,0
41087,42193,Lightning,ID,5/19/1992,5/24/1992,1992,6.0,48.64333333,-116.90666670000002,5
41088,42194,Debris Burning,ID,5/30/1992,6/2/1992,1992,35.0,48.35,-116.855,3
41089,42195,Lightning,WA,6/4/1992,6/4/1992,1992,0.1,48.785,-117.05,0
41090,42196,Lightning,WA,6/26/1992,6/26/1992,1992,0.1,48.81166667,-117.09666670000001,0
41091,42197,Lightning,WA,6/26/1992,6/26/1992,1992,0.1,48.80166667,-117.105,0
41092,42198,Lightning,WA,6/26/1992,6/26/1992,1992,0.1,48.81333333,-117.06333329999998,0
41093,42199,Lightning,WA,6/26/1992,6/27/1992,1992,0.1,48.85333333,-117.06166670000002,1
41094,42200,Lightning,ID,6/27/1992,6/28/1992,1992,0.1,48.86833333,-116.98166670000002,1
41095,42201,Lightning,ID,7/10/1992,7/10/1992,1992,0.1,48.81666667,-116.98333329999998,0
41096,42202,Campfire,ID,7/18/1992,7/19/1992,1992,0.1,48.29,-116.87833329999998,1
41097,42203,Lightning,WA,7/21/1992,7/22/1992,1992,0.1,48.66833333,-117.125,1
41098,42204,Lightning,ID,7/21/1992,7/21/1992,1992,0.1,48.60666667,-117.025,0
41099,42205,Lightning,ID,7/21/1992,7/21/1992,1992,0.1,48.47666667,-116.92833329999999,0
41100,42206,Lightning,ID,7/21/1992,7/21/1992,1992,0.2,48.37,-116.965,0
41101,42207,Campfire,ID,7/25/1992,7/25/1992,1992,0.1,48.645,-116.8866667,0
41102,42208,Lightning,ID,8/21/1992,8/21/1992,1992,0.1,48.705,-116.92,0
41103,42209,Lightning,ID,8/29/1992,8/29/1992,1992,0.1,48.70333333,-116.91666670000001,0
41104,42210,Lightning,WA,9/4/1992,9/4/1992,1992,0.1,48.63,-117.04,0
41105,42211,Lightning,ID,9/29/1992,9/29/1992,1992,0.1,48.74166667,-116.95166670000002,0
41106,42212,Lightning,ID,10/6/1992,10/6/1992,1992,0.2,48.955,-116.99833329999998,0
41107,42213,Miscellaneous,ID,10/6/1992,10/6/1992,1992,0.1,48.42333333,-116.935,0
41108,42214,Lightning,ID,6/23/1992,6/23/1992,1992,0.2,46.42333333,-115.70666670000001,0
41109,42215,Lightning,ID,6/25/1992,6/26/1992,1992,0.5,46.34166667,-115.62666670000002,1
41110,42216,Lightning,ID,6/25/1992,6/26/1992,1992,0.1,46.52,-115.18833329999998,1
41111,42217,Lightning,ID,6/25/1992,6/26/1992,1992,0.1,46.55166667,-115.2233333,1
41112,42218,Lightning,ID,6/25/1992,6/26/1992,1992,0.1,46.49166667,-115.2,1
41113,42219,Lightning,ID,6/27/1992,6/28/1992,1992,0.1,46.58666667,-115.57833329999998,1
41114,42220,Lightning,ID,7/4/1992,7/4/1992,1992,0.1,46.25166667,-115.65333329999999,0
41115,42221,Lightning,ID,7/4/1992,7/5/1992,1992,0.1,46.30666667,-115.62,1
41116,42222,Lightning,ID,7/6/1992,7/6/1992,1992,0.1,46.45833333,-115.49166670000001,0
41117,42223,Lightning,ID,7/19/1992,7/19/1992,1992,0.1,46.365,-115.66333329999999,0
41118,42224,Lightning,ID,7/19/1992,7/21/1992,1992,0.5,46.465,-115.68333329999999,2
41119,42225,Lightning,ID,7/19/1992,7/20/1992,1992,0.1,46.37833333,-115.66333329999999,1
41120,42226,Lightning,ID,7/19/1992,7/20/1992,1992,0.1,46.29333333,-115.71833329999998,1
41121,42227,Lightning,ID,7/19/1992,7/20/1992,1992,0.1,46.47833333,-115.64166670000002,1
41122,42228,Lightning,ID,7/20/1992,7/20/1992,1992,0.1,46.475,-115.64166670000002,0
41123,42229,Lightning,ID,7/20/1992,7/20/1992,1992,0.1,46.375,-115.7233333,0
41124,42230,Lightning,ID,7/28/1992,7/29/1992,1992,0.1,46.46666667,-115.7616667,1
41125,42231,Lightning,ID,8/1/1992,8/2/1992,1992,1.5,46.43833333,-115.57,1
41126,42232,Lightning,ID,8/15/1992,8/15/1992,1992,0.1,46.215,-115.71666670000002,0
41127,42233,Lightning,ID,8/17/1992,8/18/1992,1992,0.1,46.44166667,-115.33,1
41128,42234,Lightning,ID,8/17/1992,8/18/1992,1992,0.1,46.465,-115.28833329999999,1
41129,42235,Lightning,ID,8/17/1992,8/24/1992,1992,0.1,46.48666667,-115.4,7
41130,42236,Lightning,ID,8/17/1992,8/24/1992,1992,0.1,46.51833333,-115.335,7
41131,42237,Lightning,ID,8/17/1992,8/18/1992,1992,0.3,46.61166667,-115.49166670000001,1
41132,42238,Lightning,ID,8/18/1992,8/19/1992,1992,0.1,46.43833333,-115.62166670000002,1
41133,42239,Lightning,ID,8/19/1992,8/19/1992,1992,0.1,46.45,-115.70666670000001,0
41134,42240,Lightning,ID,8/19/1992,8/19/1992,1992,0.9,46.47666667,-115.67,0
41135,42241,Lightning,ID,8/19/1992,8/19/1992,1992,0.1,46.49,-115.69333329999999,0
41136,42242,Lightning,ID,8/19/1992,8/19/1992,1992,0.1,46.525,-115.57666670000002,0
41137,42243,Lightning,ID,8/19/1992,8/19/1992,1992,0.1,46.53333333,-115.625,0
41138,42244,Lightning,ID,8/19/1992,8/19/1992,1992,0.1,46.57666667,-115.585,0
41139,42245,Lightning,ID,8/19/1992,8/19/1992,1992,0.1,46.58333333,-115.59333329999998,0
41140,42246,Lightning,ID,8/20/1992,8/21/1992,1992,0.1,46.38333333,-115.62166670000002,1
41141,42247,Lightning,ID,8/21/1992,8/24/1992,1992,0.1,46.37,-115.6133333,3
41142,42248,Lightning,ID,8/20/1992,8/20/1992,1992,0.1,46.54833333,-115.63166670000001,0
41143,42249,Lightning,ID,8/21/1992,8/21/1992,1992,0.1,46.57333333,-115.59,0
41144,42250,Lightning,ID,8/20/1992,8/20/1992,1992,0.1,46.30833333,-115.61666670000001,0
41145,42251,Lightning,ID,8/20/1992,8/23/1992,1992,2.0,46.23666667,-115.69,3
41146,42252,Lightning,ID,8/20/1992,8/23/1992,1992,2.0,46.235,-115.695,3
41147,42253,Lightning,ID,8/20/1992,8/21/1992,1992,1.5,46.59166667,-115.5266667,1
41148,42254,Lightning,ID,8/20/1992,8/21/1992,1992,1.0,46.57833333,-115.4883333,1
41149,42255,Lightning,ID,8/21/1992,8/24/1992,1992,0.1,46.52666667,-115.695,3
41150,42256,Lightning,ID,8/22/1992,8/23/1992,1992,0.1,46.36333333,-115.69333329999999,1
41151,42257,Lightning,ID,8/20/1992,8/22/1992,1992,0.8,46.39,-115.60666670000002,2
41152,42258,Lightning,ID,8/21/1992,8/24/1992,1992,0.1,46.36333333,-115.6516667,3
41153,42259,Lightning,ID,8/31/1992,9/1/1992,1992,0.1,46.56166667,-115.49333329999999,1
41154,42260,Lightning,ID,9/2/1992,9/3/1992,1992,0.1,46.48166667,-115.44,1
41155,42261,Arson,ID,9/9/1992,9/10/1992,1992,0.1,46.39333333,-115.71,1
41156,42262,Arson,ID,9/9/1992,9/10/1992,1992,0.1,46.395,-115.705,1
41157,42263,Arson,ID,9/29/1992,9/30/1992,1992,2.0,46.47,-115.54333329999999,1
41158,42264,Lightning,ID,8/20/1992,8/20/1992,1992,1.0,46.61666667,-115.55833329999999,0
41159,42265,Lightning,ID,8/20/1992,8/20/1992,1992,1.0,46.58833333,-115.6,0
41160,42266,Lightning,ID,8/20/1992,8/20/1992,1992,0.1,46.53833333,-115.67166670000002,0
41161,42267,Lightning,ID,6/11/1992,6/11/1992,1992,0.1,46.68666667,-116.12833329999998,0
41162,42268,Lightning,ID,7/20/1992,7/20/1992,1992,0.1,46.75166667,-116.26333329999999,0
41163,42269,Lightning,ID,7/19/1992,7/19/1992,1992,0.1,46.72166667,-116.14833329999999,0
41164,42270,Lightning,ID,8/2/1992,8/2/1992,1992,0.3,46.96,-116.475,0
41165,42271,Lightning,ID,6/11/1992,6/12/1992,1992,0.5,46.90666667,-115.68166670000001,1
41166,42272,Lightning,ID,6/11/1992,6/12/1992,1992,0.1,46.905,-115.67166670000002,1
41167,42273,Lightning,ID,6/20/1992,6/21/1992,1992,0.1,46.82333333,-115.14833329999999,1
41168,42274,Lightning,ID,6/25/1992,6/27/1992,1992,1.0,46.80166667,-115.27,2
41169,42275,Lightning,ID,6/25/1992,6/26/1992,1992,0.1,46.76333333,-115.28833329999999,1
